https://tiki.vn/cham-soc-co-the/c1592
gqqxymkixx_1639237244277,//tka.tiki.vn/pixel/pixel?data=djAwMffWVNhkdqIEHaCha2fknoUH63UVUM15YLFWhNjhcrcGJ7OXvrdDY17hJpUOshlPfhsNlfaCRULabb-Z63w6dJmpNr50k1U22Fhwi24dhecH2Berw83egMsc5cdBJsOw5UXyR6ZKJ450nMsH4hsahwN654BsJh9AYvmI3QYEkm9TFWRZE_9Erfye7AAJ06Ztx4uDDbQh2YTDK2SYJkZiV4EkOy_aCPkek_8ueuVHFea-aYjYdOvJ540y5P4jQBcgQaW9uHpGU5N9IBxrMKH8egb7zQlhDBRhWjEzWKFnoabq6yGTmVIRw6Oy217mp8Up3elhjleihWwL1Fy79VMGl0EOxIYeRyvDSS5Z0OlMzjH4r_GQq6i2-1CKBo0-0hWxoWTMq4dCTSKKXKIVWNB4s92O-ZFb5uTA-HayRlJ-TewsMGG_JJtwgbwkMwVinAEd5lx_8mkvw0uGUyyFhNMjhWJT3kv1azB4ZQuEhYvEsQtZri7Sf3gWvVVTkdqWos0jhzxPAAGUqq_ndgZg_rWRdH8C-VNHQpmMvpNs2sePiex-4euS0eYmzTelg6mF9u9v64HB8q0A5HwvAlJr0QmX3n4B_uJxQE5uIkCtTzuxYF2vmhGRT31Gn90W9GMEPUs2ewbui3S7bbRgBpPGUT4ppg6XvrIhlgQOlHS2CMOWY0uDiyPKdNvSiHdLiErQwXDBqS-2Q9oUnfdJ1pM6RXQK6uVOtRtRg7x8KPPsyViulvW5xIKsli3a7gvNgcCtAb_iSP3jqSLAPReen0agiFyGpkyaXIxs7rA5tA9rPwWUecjNIEETWBUTm5ykLaJukNqgcQ-83UVc4K1VFEYtMby0sf8KJYuW4Ns7Rnhmo-YaRU0bzdayCVuzAeC3anjLlUzTH2pQNTV3vwFq64xocndemXyjNzC7dARaoGUSisv8ZKr0ahMAVRUtdVUrt8AwLuUWC-BJwQ-qQiwEzz-9m2Bpy1xupmUSahQq2u6ex0IMg3jubuelPyJ5igAUJ05BiR3JHS-2Z4vQhRf7mmsKRCd0ebPHC_VWzKnVUV1jUDtclJ7L8Tm_t213ZkfKYSq73nZ38A&CLICK&reqid=rtf2r0u2iX&pos=1&redirect=https%3A%2F%2Ftiki.vn%2Fsua-tam-lifebuoy-850g-bao-ve-vuot-troi-10-giup-bao-ve-khoi-99-9-vi-khuan-va-ngan-ngua-vi-khuan-lay-lan-tren-da-tot-nhat-p460385.html%3Fspid%3D168811
djwgyxygra_1639237244277,https://tiki.vn/sua-tam-lifebuoy-850g-bao-ve-vuot-troi-10-giup-bao-ve-khoi-99-9-vi-khuan-va-ngan-ngua-vi-khuan-lay-lan-tren-da-tot-nhat-p460385.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.168811&itm_medium=CPC&itm_source=tiki-reco&spid=168811
bgusortgvh_1639237244277,https://tiki.vn/sua-tam-lifebuoy-1100g-cham-soc-da-duong-am-mem-min-giup-bao-ve-khoi-99-9-vi-khuan-va-ngan-ngua-vi-khuan-lay-lan-tren-da-p24457454.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.24457455&itm_medium=CPC&itm_source=tiki-reco&spid=24457455
xrnvkfhgtk_1639237244277,https://tiki.vn/sua-tam-detox-lifebuoy-matcha-kho-qua-850g-chiet-xuat-tu-thien-nhien-giup-ngua-mun-co-the-va-sach-sau-khoi-bui-min-p10071383.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.10071384&itm_medium=CPC&itm_source=tiki-reco&spid=10071384
crcwdfmdat_1639237244277,//tka.tiki.vn/pixel/pixel?data=djAwMYnWXxYJckSUuTtEoxql5rEnA7z8YWg4VxB8TDEAANRx5e9mUoRsdW1-Zj8AaN3dEr9Div4wD0ecKkVP4r0tpnBYjg7lxaMw9RLWmrtS1SMkoRGcE4m44hj8xGPceZfNq77SZfr87acSq8EG8fBtVzgTrXTM6BOqm4quckbgn5qfQ01vmDmRwbvrI-dqR-TO3EbFMQIWxlPHAQgyfOCC0gp60CirdTO1jXzSBl1X31RmkM2lzrkGF8TsLDiuoSxBuwvogihTNLCsIdICvEMdaJ19IXwu9ALgcYospvIXiwQnWih781m1u10euc6peYuQVTachsTTvhrwOvYf9W3zjUKvuOfOBBeuRWflH9eC7opsN-jXEj4mxP1n3QQZdofpNiFyVl9zLkHDorMWu5NK_TqOUSIGD0z4J9TcOGNAw5Jz2XHRmSXw3lxKP8D71M10f7l2LS-NPxcvNxBPJS61DfeNcSu6TESGqu9NN9WKmUkyWUdA2_ZfOXgkJ39q9jgNBwngUs1xI-r9pg3ihxGYLPOPvUTKmDJIQFL_veULXBYudwkslPMI3NmUsuhOdeGBvp9QReXO5bB_TtYAvv0yaTHLPvAwNW_ZFnvGIxW2IK6qiVBP73B5VKuHArxz-ihLaGIuzespLSqi253d0nA2MLCvcO5DDMLYI1Vn5F9tXRaP1iiqSzcaV4mU-0HMx9SyyZuTjsJDctRYMVQXd0O3sF8asyptORJE9hnk9EayiYAq7W-ERLJM7hzMdZk-xOiEnUW3zJ4uraDoZQOHGQgeKxavm2qL94gwCS4BOAikccjntRDY_ENcr4Dx4W2lHVJGnC6hiVYd6aag2G3l40GU-XjI5SLHaxiy8PYSCipbrVrdxLhKXZeOFPX8StITlfkYF0BBTnBW_DRJOwyVi95ruGfxFxEP3Tz0wxE3vIE3JCUMmeLxEs41SjbP3UXaXd_QDEP2CRWQaLMC3sTTSZfgq0Iq3HIb9oT8Vcm_02QGbR-DA3pIgih45HW-JfFqAThmwCQcwjYAlY3dcsPkK5MgcA4FH-0L67YNohUHV6TvfJ2cFqpdB4ZrpJLMa_t_wcQiCNAN46FOUw&CLICK&reqid=rtf2r0u2iX&pos=5&redirect=https%3A%2F%2Ftiki.vn%2Fbo-san-pham-tan-mo-bung-gom-1-chai-kem-tan-mo-que-gung-truesky-100ml-1-gen-nit-bung-quan-nong-cao-cap-p48209944.html%3Fspid%3D48209945
gcepwwqdya_1639237244277,https://tiki.vn/combo-sua-tam-duong-am-senka-perfect-whip-huong-hoa-hong-dinh-huong-500ml-va-sua-rua-mat-chiet-xuat-dat-set-trang-senka-perfect-whip-clay-120g-p43341658.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.43341659&itm_medium=CPC&itm_source=tiki-reco&spid=43341659
jedjdsytvc_1639237244277,https://tiki.vn/sua-tam-duong-the-900g-dove-duong-am-chuyen-sau-deeply-nourishing-voi-1-4-kem-duong-da-mat-p460371.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.168796&itm_medium=CPC&itm_source=tiki-reco&spid=168796
ktmgstdkrg_1639237244277,https://tiki.vn/sua-tam-lifebuoy-1100g-bao-ve-vuot-troi-10-giup-bao-ve-khoi-99-9-vi-khuan-va-ngan-ngua-vi-khuan-lay-lan-tren-da-tot-nhat-p24457466.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.24457467&itm_medium=CPC&itm_source=tiki-reco&spid=24457467
pslimeumph_1639237244277,//tka.tiki.vn/pixel/pixel?data=djAwMZjU58M7Xa24ntVQ2DA5LgEkp0OW0RBErlRUOByjCKqC0FlMFW1ZhHpDv8n5WveHdh0rL7IOqLQUZ8foH_yrQB_TuUgT9ZE_YChua2G27okTX8xeMX1KYZtI-RwhaNz7JoxpaAugwlYRe5mn1fLYDLTyRb8RASTKsxoID4mXK4wEhQXFZQR2HIXegzRVFZ7HQn6NwgKbfghdEKDTENqqJaMIa6s1sNl06vYHJleveaBGHd_BMdWVnnb4Ed3Pels7-QAhW77ud1BrXlT50v9O3F_Z6DE9mqD0alg-hyo1Ujv0OSwOJkBUq_9ed-kRhSdsivaky41rLLH0CYeFzYNszqsP8gdd4SuN_sVhFu2REDmZSPRXGiB2rQ0rL2gmMVXCXAsdua8hgPVfGvvtKNPl5YSPKv55ugQVhT_ooBBtxIsWXmlyqLyAkrNdBOh9G0wxqtGc7cnN_e4OmxTxFSswqZ-wJ5Hv78gBGA_ZDGMr94i-56Fg9VPRI3ewqNjxqwqhINqc411lh1e1gNYhxvOgANDhi9Z5SYFRRmwoF_W5f4SQ1ONXqYiN0hdKS0l5tLV2VW0oVVl_M-DqrXH0YszCe3Kjw_fFQOVKwpg7S41il6pFQ6zcJmmLYm01V2pIbgjUVNpRU-GeOP4vIt_yO6Cnl52teqE2Cnag8fHc7f1K9bNtIR9xCziS4AzLKKb24R7GsVb90n6dSOMmTQWYJG9ofJB_l764GRHXVefekeXAhtYxV58_HO1yQalgfyG6rGOE38iVFVxd6JhS2Ygo4yftGv5lbzEOkU8NOCo5LFEqD2vlNq-GgwHl-9PmETPWqwOwtxZpu-aRvd20aS4LwwYrFmmNFJg4SHQqYclNxcGzNYBlScZp7Fgk4XcZ2VWQR3M79n4ziehwZBHEmtJSl5R9zBiuT_O5bIl0e3FRL7mRP2BZOOPRIfsT9SKFmE4WAPnuEmP3UPzPMIonpwgVE-DUDSaTXbpXL5GXxcQSvibDfQ5W2Th-Cy_4_9NJQ0HYqK81vQxtlggH_K6IKxG-x0AzdDa6KKua3cLdJzd9O2IsY_idur5J6_Y7kavFJw65Vn96GFuu_B9t&CLICK&reqid=rtf2r0u2iX&pos=9&redirect=https%3A%2F%2Ftiki.vn%2Fcombo-2-lan-khu-mui-romano-classic-khang-khuan-kho-thoang-ca-ngay-50ml-2-p54643914.html%3Fspid%3D54643915
qtfbmalikc_1639237244277,https://tiki.vn/nuoc-rua-tay-lifebuoy-bac-bao-ve-500g-p460402.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.168830&itm_medium=CPC&itm_source=tiki-reco&spid=168830
roosniqpup_1639237244277,https://tiki.vn/sua-duong-the-350ml-vaseline-duong-am-sang-da-fresh-bright-10x-niacinamide-giup-da-sang-khoe-min-cang-tinh-chat-menthol-mat-lanh-nhu-tuyet-tan-tren-da-p57649867.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.57649868&itm_medium=CPC&itm_source=tiki-reco&spid=57649868
